boroVScity,Age,Date,Count
Unknown,Ages 65+ years,2017-03-01,255 
Unknown,Ages 65+ years,2017-04-01,275 
Unknown,Ages 65+ years,2017-05-01,310 
Unknown,Ages 65+ years,2017-06-01,298 
Unknown,Ages 65+ years,2017-07-01,264 
Unknown,Ages 65+ years,2017-08-01,254 
Unknown,Ages 65+ years,2017-09-01,304 
Unknown,Ages 65+ years,2017-10-01,283 
Unknown,Ages 65+ years,2017-11-01,259 
Unknown,Ages 65+ years,2017-12-01,308 
Unknown,Ages 65+ years,2018-01-01,374 
Unknown,Ages 65+ years,2018-02-01,272 
Unknown,Ages 65+ years,2018-03-01,241 
Unknown,Ages 65+ years,2018-04-01,256 
Unknown,Ages 65+ years,2018-05-01,286 
Unknown,Ages 65+ years,2018-06-01,269 
Unknown,Ages 65+ years,2018-07-01,250 
Unknown,Ages 65+ years,2018-08-01,260 
Unknown,Ages 65+ years,2018-09-01,252 
Unknown,Ages 65+ years,2018-10-01,332 
Unknown,Ages 65+ years,2018-11-01,293 
Unknown,Ages 65+ years,2018-12-01,335 
Unknown,Ages 65+ years,2019-01-01,347 
Unknown,Ages 65+ years,2019-02-01,280 
Unknown,Ages 65+ years,2019-03-01,286 
Unknown,Ages 65+ years,2019-04-01,258 
Unknown,Ages 65+ years,2019-05-01,348 
Unknown,Ages 65+ years,2019-06-01,273 
Unknown,Ages 65+ years,2019-07-01,235 
Unknown,Ages 65+ years,2019-08-01,231 
Unknown,Ages 65+ years,2019-09-01,291 
Unknown,Ages 65+ years,2019-10-01,276 
Unknown,Ages 65+ years,2019-11-01,242 
Unknown,Ages 65+ years,2019-12-01,350 
Unknown,Ages 65+ years,2020-01-01,314 
Unknown,Ages 65+ years,2020-02-01,263 
Unknown,Ages 65+ years,2020-03-01,122 
Citywide,All age groups,2016-01-01,39926 
Citywide,All age groups,2016-02-01,41608 
Citywide,All age groups,2016-03-01,44840 
Citywide,All age groups,2016-04-01,33566 
Citywide,All age groups,2016-05-01,32866 
Citywide,All age groups,2016-06-01,29429 
Citywide,All age groups,2016-07-01,26493 
Citywide,All age groups,2016-08-01,27018 
Citywide,All age groups,2016-09-01,29793 
Citywide,All age groups,2016-10-01,37216 
Citywide,All age groups,2016-11-01,39285 
Citywide,All age groups,2016-12-01,51147 
Citywide,All age groups,2017-01-01,54097 
Citywide,All age groups,2017-02-01,39598 
Citywide,All age groups,2017-03-01,37333 
Citywide,All age groups,2017-04-01,37305 
Citywide,All age groups,2017-05-01,38576 
Citywide,All age groups,2017-06-01,31541 
Citywide,All age groups,2017-07-01,26818 
Citywide,All age groups,2017-08-01,27308 
Citywide,All age groups,2017-09-01,31670 
Citywide,All age groups,2017-10-01,35928 
Citywide,All age groups,2017-11-01,42067 
Citywide,All age groups,2017-12-01,47725 
Citywide,All age groups,2018-01-01,60908 
Citywide,All age groups,2018-02-01,58026 
Citywide,All age groups,2018-03-01,36779 
Citywide,All age groups,2018-04-01,33011 
Citywide,All age groups,2018-05-01,37053 
Citywide,All age groups,2018-06-01,29407 
Citywide,All age groups,2018-07-01,24566 
Citywide,All age groups,2018-08-01,24373 
Citywide,All age groups,2018-09-01,30728 
Citywide,All age groups,2018-10-01,41543 
Citywide,All age groups,2018-11-01,40030 
Citywide,All age groups,2018-12-01,48373 
Citywide,All age groups,2019-01-01,47616 
Citywide,All age groups,2019-02-01,40447 
Citywide,All age groups,2019-03-01,38717 
Citywide,All age groups,2019-04-01,35711 
Citywide,All age groups,2019-05-01,36033 
Citywide,All age groups,2019-06-01,29981 
Citywide,All age groups,2019-07-01,24480 
Citywide,All age groups,2019-08-01,19906 
Citywide,All age groups,2019-09-01,31443 
Citywide,All age groups,2019-10-01,33290 
Citywide,All age groups,2019-11-01,38579 
Citywide,All age groups,2019-12-01,52660 
Citywide,All age groups,2020-01-01,60143 
Citywide,All age groups,2020-02-01,45315 
Citywide,All age groups,2020-03-01,21880 
Citywide,Ages 0-4 years,2016-01-01,9625 
Citywide,Ages 0-4 years,2016-02-01,7928 
Citywide,Ages 0-4 years,2016-03-01,7589 
Citywide,Ages 0-4 years,2016-04-01,5512 
Citywide,Ages 0-4 years,2016-05-01,5397 
Citywide,Ages 0-4 years,2016-06-01,4957 
Citywide,Ages 0-4 years,2016-07-01,3955 
Citywide,Ages 0-4 years,2016-08-01,3766 
Citywide,Ages 0-4 years,2016-09-01,4342 
Citywide,Ages 0-4 years,2016-10-01,6661 
Citywide,Ages 0-4 years,2016-11-01,9103 
Citywide,Ages 0-4 years,2016-12-01,12347 
Citywide,Ages 0-4 years,2017-01-01,9596 
Citywide,Ages 0-4 years,2017-02-01,6709 
Citywide,Ages 0-4 years,2017-03-01,6055 
Citywide,Ages 0-4 years,2017-04-01,6070 
Citywide,Ages 0-4 years,2017-05-01,5793 
Citywide,Ages 0-4 years,2017-06-01,4604 
Citywide,Ages 0-4 years,2017-07-01,3667 
Citywide,Ages 0-4 years,2017-08-01,3447 
Citywide,Ages 0-4 years,2017-09-01,4613 
Citywide,Ages 0-4 years,2017-10-01,6531 
Citywide,Ages 0-4 years,2017-11-01,9521 
Citywide,Ages 0-4 years,2017-12-01,10855 
Citywide,Ages 0-4 years,2018-01-01,10315 
Citywide,Ages 0-4 years,2018-02-01,10471 
Citywide,Ages 0-4 years,2018-03-01,6383 
Citywide,Ages 0-4 years,2018-04-01,5396 
Citywide,Ages 0-4 years,2018-05-01,6148 
Citywide,Ages 0-4 years,2018-06-01,4531 
Citywide,Ages 0-4 years,2018-07-01,3021 
Citywide,Ages 0-4 years,2018-08-01,2933 
Citywide,Ages 0-4 years,2018-09-01,4743 
Citywide,Ages 0-4 years,2018-10-01,8056 
Citywide,Ages 0-4 years,2018-11-01,9892 
Citywide,Ages 0-4 years,2018-12-01,11749 
Citywide,Ages 0-4 years,2019-01-01,8260 
Citywide,Ages 0-4 years,2019-02-01,6520 
Citywide,Ages 0-4 years,2019-03-01,6174 
Citywide,Ages 0-4 years,2019-04-01,6090 
Citywide,Ages 0-4 years,2019-05-01,5871 
Citywide,Ages 0-4 years,2019-06-01,4709 
Citywide,Ages 0-4 years,2019-07-01,3229 
Citywide,Ages 0-4 years,2019-08-01,2590 
Citywide,Ages 0-4 years,2019-09-01,5395 
Citywide,Ages 0-4 years,2019-10-01,6315 
Citywide,Ages 0-4 years,2019-11-01,9893 
Citywide,Ages 0-4 years,2019-12-01,12560 
Citywide,Ages 0-4 years,2020-01-01,10344 
Citywide,Ages 0-4 years,2020-02-01,7632 
Citywide,Ages 0-4 years,2020-03-01,3091 
Citywide,Ages 5-17 years,2016-01-01,5235 
Citywide,Ages 5-17 years,2016-02-01,5743 
Citywide,Ages 5-17 years,2016-03-01,7249 
Citywide,Ages 5-17 years,2016-04-01,4903 
Citywide,Ages 5-17 years,2016-05-01,3967 
Citywide,Ages 5-17 years,2016-06-01,2942 
Citywide,Ages 5-17 years,2016-07-01,2250 
Citywide,Ages 5-17 years,2016-08-01,2206 
Citywide,Ages 5-17 years,2016-09-01,3701 
Citywide,Ages 5-17 years,2016-10-01,4723 
Citywide,Ages 5-17 years,2016-11-01,5429 
Citywide,Ages 5-17 years,2016-12-01,8758 
Citywide,Ages 5-17 years,2017-01-01,8898 
Citywide,Ages 5-17 years,2017-02-01,5698 
Citywide,Ages 5-17 years,2017-03-01,4784 
Citywide,Ages 5-17 years,2017-04-01,4460 
Citywide,Ages 5-17 years,2017-05-01,5442 
Citywide,Ages 5-17 years,2017-06-01,2976 
Citywide,Ages 5-17 years,2017-07-01,1841 
Citywide,Ages 5-17 years,2017-08-01,1776 
Citywide,Ages 5-17 years,2017-09-01,3240 
Citywide,Ages 5-17 years,2017-10-01,4292 
Citywide,Ages 5-17 years,2017-11-01,5439 
Citywide,Ages 5-17 years,2017-12-01,6837 
Citywide,Ages 5-17 years,2018-01-01,8863 
Citywide,Ages 5-17 years,2018-02-01,11734 
Citywide,Ages 5-17 years,2018-03-01,4896 
Citywide,Ages 5-17 years,2018-04-01,3511 
Citywide,Ages 5-17 years,2018-05-01,5270 
Citywide,Ages 5-17 years,2018-06-01,2468 
Citywide,Ages 5-17 years,2018-07-01,1485 
Citywide,Ages 5-17 years,2018-08-01,1563 
Citywide,Ages 5-17 years,2018-09-01,3633 
Citywide,Ages 5-17 years,2018-10-01,5638 
Citywide,Ages 5-17 years,2018-11-01,5680 
Citywide,Ages 5-17 years,2018-12-01,7330 
Citywide,Ages 5-17 years,2019-01-01,6282 
Citywide,Ages 5-17 years,2019-02-01,5880 
Citywide,Ages 5-17 years,2019-03-01,5040 
Citywide,Ages 5-17 years,2019-04-01,4357 
Citywide,Ages 5-17 years,2019-05-01,4376 
Citywide,Ages 5-17 years,2019-06-01,2752 
Citywide,Ages 5-17 years,2019-07-01,1720 
Citywide,Ages 5-17 years,2019-08-01,1243 
Citywide,Ages 5-17 years,2019-09-01,3493 
Citywide,Ages 5-17 years,2019-10-01,3291 
Citywide,Ages 5-17 years,2019-11-01,4845 
Citywide,Ages 5-17 years,2019-12-01,7679 
Citywide,Ages 5-17 years,2020-01-01,9156 
Citywide,Ages 5-17 years,2020-02-01,6559 
Citywide,Ages 5-17 years,2020-03-01,2867 
Citywide,Ages 18-64 years,2016-01-01,17613 
Citywide,Ages 18-64 years,2016-02-01,20394 
Citywide,Ages 18-64 years,2016-03-01,21769 
Citywide,Ages 18-64 years,2016-04-01,16130 
Citywide,Ages 18-64 years,2016-05-01,15865 
Citywide,Ages 18-64 years,2016-06-01,14502 
Citywide,Ages 18-64 years,2016-07-01,13662 
Citywide,Ages 18-64 years,2016-08-01,14662 
Citywide,Ages 18-64 years,2016-09-01,15157 
Citywide,Ages 18-64 years,2016-10-01,17866 
Citywide,Ages 18-64 years,2016-11-01,16984 
Citywide,Ages 18-64 years,2016-12-01,20739 
Citywide,Ages 18-64 years,2017-01-01,24467 
Citywide,Ages 18-64 years,2017-02-01,18461 
Citywide,Ages 18-64 years,2017-03-01,18183 
Citywide,Ages 18-64 years,2017-04-01,17965 
Citywide,Ages 18-64 years,2017-05-01,18574 
Citywide,Ages 18-64 years,2017-06-01,15948 
Citywide,Ages 18-64 years,2017-07-01,14207 
Citywide,Ages 18-64 years,2017-08-01,14944 
Citywide,Ages 18-64 years,2017-09-01,16246 
Citywide,Ages 18-64 years,2017-10-01,17119 
Citywide,Ages 18-64 years,2017-11-01,19341 
Citywide,Ages 18-64 years,2017-12-01,20670 
Citywide,Ages 18-64 years,2018-01-01,29319 
Citywide,Ages 18-64 years,2018-02-01,25668 
Citywide,Ages 18-64 years,2018-03-01,17202 
Citywide,Ages 18-64 years,2018-04-01,16061 
Citywide,Ages 18-64 years,2018-05-01,17261 
Citywide,Ages 18-64 years,2018-06-01,14914 
Citywide,Ages 18-64 years,2018-07-01,13049 
Citywide,Ages 18-64 years,2018-08-01,13101 
Citywide,Ages 18-64 years,2018-09-01,15122 
Citywide,Ages 18-64 years,2018-10-01,18850 
Citywide,Ages 18-64 years,2018-11-01,16620 
Citywide,Ages 18-64 years,2018-12-01,20286 
Citywide,Ages 18-64 years,2019-01-01,23015 
Citywide,Ages 18-64 years,2019-02-01,19363 
Citywide,Ages 18-64 years,2019-03-01,18347 
Citywide,Ages 18-64 years,2019-04-01,16491 
Citywide,Ages 18-64 years,2019-05-01,16763 
Citywide,Ages 18-64 years,2019-06-01,14393 
Citywide,Ages 18-64 years,2019-07-01,12571 
Citywide,Ages 18-64 years,2019-08-01,10378 
Citywide,Ages 18-64 years,2019-09-01,15133 
Citywide,Ages 18-64 years,2019-10-01,15750 
Citywide,Ages 18-64 years,2019-11-01,16124 
Citywide,Ages 18-64 years,2019-12-01,22907 
Citywide,Ages 18-64 years,2020-01-01,29337 
Citywide,Ages 18-64 years,2020-02-01,22389 
Citywide,Ages 18-64 years,2020-03-01,12202 
Citywide,Ages 65+ years,2016-01-01,7453 
Citywide,Ages 65+ years,2016-02-01,7543 
Citywide,Ages 65+ years,2016-03-01,8233 
Citywide,Ages 65+ years,2016-04-01,7021 
Citywide,Ages 65+ years,2016-05-01,7637 
Citywide,Ages 65+ years,2016-06-01,7028 
Citywide,Ages 65+ years,2016-07-01,6626 
Citywide,Ages 65+ years,2016-08-01,6384 
Citywide,Ages 65+ years,2016-09-01,6593 
Citywide,Ages 65+ years,2016-10-01,7966 
Citywide,Ages 65+ years,2016-11-01,7769 
Citywide,Ages 65+ years,2016-12-01,9303 
Citywide,Ages 65+ years,2017-01-01,11136 
Citywide,Ages 65+ years,2017-02-01,8730 
Citywide,Ages 65+ years,2017-03-01,8311 
Citywide,Ages 65+ years,2017-04-01,8810 
Citywide,Ages 65+ years,2017-05-01,8767 
Citywide,Ages 65+ years,2017-06-01,8013 
Citywide,Ages 65+ years,2017-07-01,7103 
Citywide,Ages 65+ years,2017-08-01,7141 
Citywide,Ages 65+ years,2017-09-01,7571 
Citywide,Ages 65+ years,2017-10-01,7986 
Citywide,Ages 65+ years,2017-11-01,7766 
Citywide,Ages 65+ years,2017-12-01,9363 
Citywide,Ages 65+ years,2018-01-01,12411 
Citywide,Ages 65+ years,2018-02-01,10153 
Citywide,Ages 65+ years,2018-03-01,8298 
Citywide,Ages 65+ years,2018-04-01,8043 
Citywide,Ages 65+ years,2018-05-01,8374 
Citywide,Ages 65+ years,2018-06-01,7494 
Citywide,Ages 65+ years,2018-07-01,7011 
Citywide,Ages 65+ years,2018-08-01,6776 
Citywide,Ages 65+ years,2018-09-01,7230 
Citywide,Ages 65+ years,2018-10-01,8999 
Citywide,Ages 65+ years,2018-11-01,7838 
Citywide,Ages 65+ years,2018-12-01,9008 
Citywide,Ages 65+ years,2019-01-01,10059 
Citywide,Ages 65+ years,2019-02-01,8684 
Citywide,Ages 65+ years,2019-03-01,9156 
Citywide,Ages 65+ years,2019-04-01,8773 
Citywide,Ages 65+ years,2019-05-01,9023 
Citywide,Ages 65+ years,2019-06-01,8127 
Citywide,Ages 65+ years,2019-07-01,6960 
Citywide,Ages 65+ years,2019-08-01,5695 
Citywide,Ages 65+ years,2019-09-01,7422 
Citywide,Ages 65+ years,2019-10-01,7934 
Citywide,Ages 65+ years,2019-11-01,7717 
Citywide,Ages 65+ years,2019-12-01,9514 
Citywide,Ages 65+ years,2020-01-01,11306 
Citywide,Ages 65+ years,2020-02-01,8735 
Citywide,Ages 65+ years,2020-03-01,3720 
