boroVScity,Age,Date,Count
Queens,Ages 18-64 years,2016-07-01,2414 
Queens,Ages 18-64 years,2016-08-01,2565 
Queens,Ages 18-64 years,2016-09-01,2679 
Queens,Ages 18-64 years,2016-10-01,3039 
Queens,Ages 18-64 years,2016-11-01,2978 
Queens,Ages 18-64 years,2016-12-01,3779 
Queens,Ages 18-64 years,2017-01-01,4400 
Queens,Ages 18-64 years,2017-02-01,3383 
Queens,Ages 18-64 years,2017-03-01,3395 
Queens,Ages 18-64 years,2017-04-01,3393 
Queens,Ages 18-64 years,2017-05-01,3502 
Queens,Ages 18-64 years,2017-06-01,2933 
Queens,Ages 18-64 years,2017-07-01,2709 
Queens,Ages 18-64 years,2017-08-01,2665 
Queens,Ages 18-64 years,2017-09-01,2886 
Queens,Ages 18-64 years,2017-10-01,3012 
Queens,Ages 18-64 years,2017-11-01,3407 
Queens,Ages 18-64 years,2017-12-01,3813 
Queens,Ages 18-64 years,2018-01-01,5637 
Queens,Ages 18-64 years,2018-02-01,5134 
Queens,Ages 18-64 years,2018-03-01,3275 
Queens,Ages 18-64 years,2018-04-01,3119 
Queens,Ages 18-64 years,2018-05-01,3451 
Queens,Ages 18-64 years,2018-06-01,2861 
Queens,Ages 18-64 years,2018-07-01,2584 
Queens,Ages 18-64 years,2018-08-01,2449 
Queens,Ages 18-64 years,2018-09-01,2934 
Queens,Ages 18-64 years,2018-10-01,3387 
Queens,Ages 18-64 years,2018-11-01,3157 
Queens,Ages 18-64 years,2018-12-01,4056 
Queens,Ages 18-64 years,2019-01-01,4666 
Queens,Ages 18-64 years,2019-02-01,3851 
Queens,Ages 18-64 years,2019-03-01,3499 
Queens,Ages 18-64 years,2019-04-01,3213 
Queens,Ages 18-64 years,2019-05-01,3298 
Queens,Ages 18-64 years,2019-06-01,2798 
Queens,Ages 18-64 years,2019-07-01,2488 
Queens,Ages 18-64 years,2019-08-01,2084 
Queens,Ages 18-64 years,2019-09-01,2961 
Queens,Ages 18-64 years,2019-10-01,2963 
Queens,Ages 18-64 years,2019-11-01,3048 
Queens,Ages 18-64 years,2019-12-01,4321 
Queens,Ages 18-64 years,2020-01-01,5895 
Queens,Ages 18-64 years,2020-02-01,4442 
Queens,Ages 18-64 years,2020-03-01,2693 
Queens,Ages 65+ years,2016-01-01,1704 
Queens,Ages 65+ years,2016-02-01,1705 
Queens,Ages 65+ years,2016-03-01,1834 
Queens,Ages 65+ years,2016-04-01,1429 
Queens,Ages 65+ years,2016-05-01,1478 
Queens,Ages 65+ years,2016-06-01,1363 
Queens,Ages 65+ years,2016-07-01,1269 
Queens,Ages 65+ years,2016-08-01,1246 
Queens,Ages 65+ years,2016-09-01,1272 
Queens,Ages 65+ years,2016-10-01,1544 
Queens,Ages 65+ years,2016-11-01,1557 
Queens,Ages 65+ years,2016-12-01,1939 
Queens,Ages 65+ years,2017-01-01,2221 
Queens,Ages 65+ years,2017-02-01,1771 
Queens,Ages 65+ years,2017-03-01,1773 
Queens,Ages 65+ years,2017-04-01,1851 
Queens,Ages 65+ years,2017-05-01,1787 
Queens,Ages 65+ years,2017-06-01,1686 
Queens,Ages 65+ years,2017-07-01,1446 
Queens,Ages 65+ years,2017-08-01,1461 
Queens,Ages 65+ years,2017-09-01,1506 
Queens,Ages 65+ years,2017-10-01,1581 
Queens,Ages 65+ years,2017-11-01,1509 
Queens,Ages 65+ years,2017-12-01,1878 
Queens,Ages 65+ years,2018-01-01,2582 
Queens,Ages 65+ years,2018-02-01,2077 
Queens,Ages 65+ years,2018-03-01,1673 
Queens,Ages 65+ years,2018-04-01,1715 
Queens,Ages 65+ years,2018-05-01,1827 
Queens,Ages 65+ years,2018-06-01,1602 
Queens,Ages 65+ years,2018-07-01,1508 
Queens,Ages 65+ years,2018-08-01,1401 
Queens,Ages 65+ years,2018-09-01,1494 
Queens,Ages 65+ years,2018-10-01,1803 
Queens,Ages 65+ years,2018-11-01,1687 
Queens,Ages 65+ years,2018-12-01,1894 
Queens,Ages 65+ years,2019-01-01,2168 
Queens,Ages 65+ years,2019-02-01,1821 
Queens,Ages 65+ years,2019-03-01,1937 
Queens,Ages 65+ years,2019-04-01,1842 
Queens,Ages 65+ years,2019-05-01,1946 
Queens,Ages 65+ years,2019-06-01,1703 
Queens,Ages 65+ years,2019-07-01,1477 
Queens,Ages 65+ years,2019-08-01,1184 
Queens,Ages 65+ years,2019-09-01,1560 
Queens,Ages 65+ years,2019-10-01,1593 
Queens,Ages 65+ years,2019-11-01,1642 
Queens,Ages 65+ years,2019-12-01,1923 
Queens,Ages 65+ years,2020-01-01,2419 
Queens,Ages 65+ years,2020-02-01,1816 
Queens,Ages 65+ years,2020-03-01,750 
Staten Island,All age groups,2016-01-01,2360 
Staten Island,All age groups,2016-02-01,2123 
Staten Island,All age groups,2016-03-01,2103 
Staten Island,All age groups,2016-04-01,1815 
Staten Island,All age groups,2016-05-01,1673 
Staten Island,All age groups,2016-06-01,1426 
Staten Island,All age groups,2016-07-01,1341 
Staten Island,All age groups,2016-08-01,1381 
Staten Island,All age groups,2016-09-01,1529 
Staten Island,All age groups,2016-10-01,1762 
Staten Island,All age groups,2016-11-01,1880 
Staten Island,All age groups,2016-12-01,2673 
Staten Island,All age groups,2017-01-01,2647 
Staten Island,All age groups,2017-02-01,2019 
Staten Island,All age groups,2017-03-01,1964 
Staten Island,All age groups,2017-04-01,1943 
Staten Island,All age groups,2017-05-01,1957 
Staten Island,All age groups,2017-06-01,1671 
Staten Island,All age groups,2017-07-01,1428 
Staten Island,All age groups,2017-08-01,1415 
Staten Island,All age groups,2017-09-01,1563 
Staten Island,All age groups,2017-10-01,1800 
Staten Island,All age groups,2017-11-01,1962 
Staten Island,All age groups,2017-12-01,2468 
Staten Island,All age groups,2018-01-01,3166 
Staten Island,All age groups,2018-02-01,2725 
Staten Island,All age groups,2018-03-01,1721 
Staten Island,All age groups,2018-04-01,1659 
Staten Island,All age groups,2018-05-01,1745 
Staten Island,All age groups,2018-06-01,1537 
Staten Island,All age groups,2018-07-01,1235 
Staten Island,All age groups,2018-08-01,1262 
Staten Island,All age groups,2018-09-01,1595 
Staten Island,All age groups,2018-10-01,2026 
Staten Island,All age groups,2018-11-01,1944 
Staten Island,All age groups,2018-12-01,2570 
Staten Island,All age groups,2019-01-01,2374 
Staten Island,All age groups,2019-02-01,2007 
Staten Island,All age groups,2019-03-01,1849 
Staten Island,All age groups,2019-04-01,1794 
Staten Island,All age groups,2019-05-01,1846 
Staten Island,All age groups,2019-06-01,1566 
Staten Island,All age groups,2019-07-01,1339 
Staten Island,All age groups,2019-08-01,1128 
Staten Island,All age groups,2019-09-01,1677 
Staten Island,All age groups,2019-10-01,1568 
Staten Island,All age groups,2019-11-01,1883 
Staten Island,All age groups,2019-12-01,2788 
Staten Island,All age groups,2020-01-01,3068 
Staten Island,All age groups,2020-02-01,2319 
Staten Island,All age groups,2020-03-01,1023 
Staten Island,Ages 0-4 years,2016-01-01,482 
Staten Island,Ages 0-4 years,2016-02-01,341 
Staten Island,Ages 0-4 years,2016-03-01,251 
Staten Island,Ages 0-4 years,2016-04-01,169 
Staten Island,Ages 0-4 years,2016-05-01,185 
Staten Island,Ages 0-4 years,2016-06-01,165 
Staten Island,Ages 0-4 years,2016-07-01,140 
Staten Island,Ages 0-4 years,2016-08-01,134 
Staten Island,Ages 0-4 years,2016-09-01,160 
Staten Island,Ages 0-4 years,2016-10-01,240 
Staten Island,Ages 0-4 years,2016-11-01,290 
Staten Island,Ages 0-4 years,2016-12-01,488 
Staten Island,Ages 0-4 years,2017-01-01,354 
Staten Island,Ages 0-4 years,2017-02-01,282 
Staten Island,Ages 0-4 years,2017-03-01,248 
Staten Island,Ages 0-4 years,2017-04-01,223 
Staten Island,Ages 0-4 years,2017-05-01,229 
Staten Island,Ages 0-4 years,2017-06-01,187 
Staten Island,Ages 0-4 years,2017-07-01,130 
Staten Island,Ages 0-4 years,2017-08-01,116 
Staten Island,Ages 0-4 years,2017-09-01,159 
Staten Island,Ages 0-4 years,2017-10-01,239 
Staten Island,Ages 0-4 years,2017-11-01,324 
Staten Island,Ages 0-4 years,2017-12-01,448 
Staten Island,Ages 0-4 years,2018-01-01,392 
Staten Island,Ages 0-4 years,2018-02-01,412 
Staten Island,Ages 0-4 years,2018-03-01,188 
Staten Island,Ages 0-4 years,2018-04-01,217 
Staten Island,Ages 0-4 years,2018-05-01,205 
Staten Island,Ages 0-4 years,2018-06-01,171 
Staten Island,Ages 0-4 years,2018-07-01,97 
Staten Island,Ages 0-4 years,2018-08-01,101 
Staten Island,Ages 0-4 years,2018-09-01,172 
Staten Island,Ages 0-4 years,2018-10-01,312 
Staten Island,Ages 0-4 years,2018-11-01,340 
Staten Island,Ages 0-4 years,2018-12-01,499 
Staten Island,Ages 0-4 years,2019-01-01,333 
Staten Island,Ages 0-4 years,2019-02-01,270 
Staten Island,Ages 0-4 years,2019-03-01,195 
Staten Island,Ages 0-4 years,2019-04-01,247 
Staten Island,Ages 0-4 years,2019-05-01,230 
Staten Island,Ages 0-4 years,2019-06-01,172 
Staten Island,Ages 0-4 years,2019-07-01,97 
Staten Island,Ages 0-4 years,2019-08-01,96 
Staten Island,Ages 0-4 years,2019-09-01,223 
Staten Island,Ages 0-4 years,2019-10-01,199 
Staten Island,Ages 0-4 years,2019-11-01,394 
Staten Island,Ages 0-4 years,2019-12-01,604 
Staten Island,Ages 0-4 years,2020-01-01,479 
Staten Island,Ages 0-4 years,2020-02-01,327 
Staten Island,Ages 0-4 years,2020-03-01,126 
Staten Island,Ages 5-17 years,2016-01-01,314 
Staten Island,Ages 5-17 years,2016-02-01,220 
Staten Island,Ages 5-17 years,2016-03-01,267 
Staten Island,Ages 5-17 years,2016-04-01,239 
Staten Island,Ages 5-17 years,2016-05-01,185 
Staten Island,Ages 5-17 years,2016-06-01,117 
Staten Island,Ages 5-17 years,2016-07-01,94 
Staten Island,Ages 5-17 years,2016-08-01,113 
Staten Island,Ages 5-17 years,2016-09-01,165 
Staten Island,Ages 5-17 years,2016-10-01,176 
Staten Island,Ages 5-17 years,2016-11-01,226 
Staten Island,Ages 5-17 years,2016-12-01,453 
Staten Island,Ages 5-17 years,2017-01-01,351 
Staten Island,Ages 5-17 years,2017-02-01,240 
Staten Island,Ages 5-17 years,2017-03-01,216 
Staten Island,Ages 5-17 years,2017-04-01,207 
Staten Island,Ages 5-17 years,2017-05-01,238 
Staten Island,Ages 5-17 years,2017-06-01,127 
Staten Island,Ages 5-17 years,2017-07-01,92 
Staten Island,Ages 5-17 years,2017-08-01,86 
Staten Island,Ages 5-17 years,2017-09-01,145 
Staten Island,Ages 5-17 years,2017-10-01,193 
Staten Island,Ages 5-17 years,2017-11-01,214 
Staten Island,Ages 5-17 years,2017-12-01,302 
Staten Island,Ages 5-17 years,2018-01-01,438 
Staten Island,Ages 5-17 years,2018-02-01,471 
Staten Island,Ages 5-17 years,2018-03-01,183 
Staten Island,Ages 5-17 years,2018-04-01,138 
Staten Island,Ages 5-17 years,2018-05-01,198 
Staten Island,Ages 5-17 years,2018-06-01,108 
Staten Island,Ages 5-17 years,2018-07-01,54 
Staten Island,Ages 5-17 years,2018-08-01,61 
Staten Island,Ages 5-17 years,2018-09-01,160 
Staten Island,Ages 5-17 years,2018-10-01,231 
Staten Island,Ages 5-17 years,2018-11-01,240 
Staten Island,Ages 5-17 years,2018-12-01,346 
Staten Island,Ages 5-17 years,2019-01-01,258 
Staten Island,Ages 5-17 years,2019-02-01,266 
Staten Island,Ages 5-17 years,2019-03-01,197 
Staten Island,Ages 5-17 years,2019-04-01,180 
Staten Island,Ages 5-17 years,2019-05-01,204 
Staten Island,Ages 5-17 years,2019-06-01,137 
Staten Island,Ages 5-17 years,2019-07-01,88 
Staten Island,Ages 5-17 years,2019-08-01,78 
Staten Island,Ages 5-17 years,2019-09-01,151 
Staten Island,Ages 5-17 years,2019-10-01,141 
Staten Island,Ages 5-17 years,2019-11-01,192 
Staten Island,Ages 5-17 years,2019-12-01,338 
Staten Island,Ages 5-17 years,2020-01-01,417 
Staten Island,Ages 5-17 years,2020-02-01,295 
Staten Island,Ages 5-17 years,2020-03-01,93 
Staten Island,Ages 18-64 years,2016-01-01,1065 
Staten Island,Ages 18-64 years,2016-02-01,1027 
Staten Island,Ages 18-64 years,2016-03-01,1003 
Staten Island,Ages 18-64 years,2016-04-01,861 
Staten Island,Ages 18-64 years,2016-05-01,784 
Staten Island,Ages 18-64 years,2016-06-01,660 
Staten Island,Ages 18-64 years,2016-07-01,662 
Staten Island,Ages 18-64 years,2016-08-01,732 
Staten Island,Ages 18-64 years,2016-09-01,782 
Staten Island,Ages 18-64 years,2016-10-01,859 
Staten Island,Ages 18-64 years,2016-11-01,868 
Staten Island,Ages 18-64 years,2016-12-01,1100 
Staten Island,Ages 18-64 years,2017-01-01,1215 
Staten Island,Ages 18-64 years,2017-02-01,921 
Staten Island,Ages 18-64 years,2017-03-01,975 
Staten Island,Ages 18-64 years,2017-04-01,943 
Staten Island,Ages 18-64 years,2017-05-01,940 
Staten Island,Ages 18-64 years,2017-06-01,876 
Staten Island,Ages 18-64 years,2017-07-01,730 
Staten Island,Ages 18-64 years,2017-08-01,726 
Staten Island,Ages 18-64 years,2017-09-01,756 
Staten Island,Ages 18-64 years,2017-10-01,853 
Staten Island,Ages 18-64 years,2017-11-01,892 
Staten Island,Ages 18-64 years,2017-12-01,1070 
Staten Island,Ages 18-64 years,2018-01-01,1566 
Staten Island,Ages 18-64 years,2018-02-01,1293 
Staten Island,Ages 18-64 years,2018-03-01,852 
Staten Island,Ages 18-64 years,2018-04-01,788 
Staten Island,Ages 18-64 years,2018-05-01,831 
Staten Island,Ages 18-64 years,2018-06-01,770 
Staten Island,Ages 18-64 years,2018-07-01,644 
Staten Island,Ages 18-64 years,2018-08-01,659 
Staten Island,Ages 18-64 years,2018-09-01,828 
Staten Island,Ages 18-64 years,2018-10-01,952 
Staten Island,Ages 18-64 years,2018-11-01,851 
Staten Island,Ages 18-64 years,2018-12-01,1135 
Staten Island,Ages 18-64 years,2019-01-01,1198 
Staten Island,Ages 18-64 years,2019-02-01,965 
Staten Island,Ages 18-64 years,2019-03-01,931 
Staten Island,Ages 18-64 years,2019-04-01,840 
Staten Island,Ages 18-64 years,2019-05-01,831 
Staten Island,Ages 18-64 years,2019-06-01,745 
Staten Island,Ages 18-64 years,2019-07-01,662 
Staten Island,Ages 18-64 years,2019-08-01,601 
Staten Island,Ages 18-64 years,2019-09-01,822 
Staten Island,Ages 18-64 years,2019-10-01,780 
Staten Island,Ages 18-64 years,2019-11-01,839 
Staten Island,Ages 18-64 years,2019-12-01,1195 
Staten Island,Ages 18-64 years,2020-01-01,1470 
Staten Island,Ages 18-64 years,2020-02-01,1177 
Staten Island,Ages 18-64 years,2020-03-01,587 
Staten Island,Ages 65+ years,2016-01-01,499 
Staten Island,Ages 65+ years,2016-02-01,535 
Staten Island,Ages 65+ years,2016-03-01,582 
Staten Island,Ages 65+ years,2016-04-01,546 
Staten Island,Ages 65+ years,2016-05-01,519 
Staten Island,Ages 65+ years,2016-06-01,484 
Staten Island,Ages 65+ years,2016-07-01,445 
Staten Island,Ages 65+ years,2016-08-01,402 
Staten Island,Ages 65+ years,2016-09-01,422 
Staten Island,Ages 65+ years,2016-10-01,487 
Staten Island,Ages 65+ years,2016-11-01,496 
Staten Island,Ages 65+ years,2016-12-01,632 
Staten Island,Ages 65+ years,2017-01-01,727 
Staten Island,Ages 65+ years,2017-02-01,576 
Staten Island,Ages 65+ years,2017-03-01,525 
Staten Island,Ages 65+ years,2017-04-01,570 
Staten Island,Ages 65+ years,2017-05-01,550 
Staten Island,Ages 65+ years,2017-06-01,481 
Staten Island,Ages 65+ years,2017-07-01,476 
Staten Island,Ages 65+ years,2017-08-01,487 
Staten Island,Ages 65+ years,2017-09-01,503 
Staten Island,Ages 65+ years,2017-10-01,515 
Staten Island,Ages 65+ years,2017-11-01,532 
Staten Island,Ages 65+ years,2017-12-01,648 
Staten Island,Ages 65+ years,2018-01-01,770 
Staten Island,Ages 65+ years,2018-02-01,549 
Staten Island,Ages 65+ years,2018-03-01,498 
Staten Island,Ages 65+ years,2018-04-01,516 
Staten Island,Ages 65+ years,2018-05-01,511 
Staten Island,Ages 65+ years,2018-06-01,488 
Staten Island,Ages 65+ years,2018-07-01,440 
Staten Island,Ages 65+ years,2018-08-01,441 
Staten Island,Ages 65+ years,2018-09-01,435 
Staten Island,Ages 65+ years,2018-10-01,531 
Staten Island,Ages 65+ years,2018-11-01,513 
Staten Island,Ages 65+ years,2018-12-01,590 
Staten Island,Ages 65+ years,2019-01-01,585 
Staten Island,Ages 65+ years,2019-02-01,506 
Staten Island,Ages 65+ years,2019-03-01,526 
Staten Island,Ages 65+ years,2019-04-01,527 
Staten Island,Ages 65+ years,2019-05-01,581 
Staten Island,Ages 65+ years,2019-06-01,512 
Staten Island,Ages 65+ years,2019-07-01,492 
Staten Island,Ages 65+ years,2019-08-01,353 
Staten Island,Ages 65+ years,2019-09-01,481 
Staten Island,Ages 65+ years,2019-10-01,448 
Staten Island,Ages 65+ years,2019-11-01,458 
Staten Island,Ages 65+ years,2019-12-01,651 
Staten Island,Ages 65+ years,2020-01-01,702 
Staten Island,Ages 65+ years,2020-02-01,520 
Staten Island,Ages 65+ years,2020-03-01,217 
Unknown,All age groups,2016-01-01,1464 
Unknown,All age groups,2016-02-01,1553 
Unknown,All age groups,2016-03-01,1693 
Unknown,All age groups,2016-04-01,1237 
Unknown,All age groups,2016-05-01,1280 
Unknown,All age groups,2016-06-01,1237 
Unknown,All age groups,2016-07-01,1249 
Unknown,All age groups,2016-08-01,1167 
Unknown,All age groups,2016-09-01,1241 
Unknown,All age groups,2016-10-01,1449 
Unknown,All age groups,2016-11-01,1454 
Unknown,All age groups,2016-12-01,1895 
Unknown,All age groups,2017-01-01,1978 
Unknown,All age groups,2017-02-01,1420 
Unknown,All age groups,2017-03-01,1324 
Unknown,All age groups,2017-04-01,1406 
Unknown,All age groups,2017-05-01,1414 
Unknown,All age groups,2017-06-01,1344 
Unknown,All age groups,2017-07-01,1289 
Unknown,All age groups,2017-08-01,1230 
Unknown,All age groups,2017-09-01,1414 
Unknown,All age groups,2017-10-01,1466 
Unknown,All age groups,2017-11-01,2441 
Unknown,All age groups,2017-12-01,1981 
Unknown,All age groups,2018-01-01,2159 
Unknown,All age groups,2018-02-01,1878 
Unknown,All age groups,2018-03-01,1437 
Unknown,All age groups,2018-04-01,1387 
Unknown,All age groups,2018-05-01,1402 
Unknown,All age groups,2018-06-01,1283 
Unknown,All age groups,2018-07-01,1161 
Unknown,All age groups,2018-08-01,1149 
Unknown,All age groups,2018-09-01,1281 
Unknown,All age groups,2018-10-01,1655 
Unknown,All age groups,2018-11-01,1728 
Unknown,All age groups,2018-12-01,2205 
Unknown,All age groups,2019-01-01,1855 
Unknown,All age groups,2019-02-01,1549 
Unknown,All age groups,2019-03-01,1587 
Unknown,All age groups,2019-04-01,1413 
Unknown,All age groups,2019-05-01,1418 
Unknown,All age groups,2019-06-01,1346 
Unknown,All age groups,2019-07-01,1201 
Unknown,All age groups,2019-08-01,1029 
Unknown,All age groups,2019-09-01,1355 
Unknown,All age groups,2019-10-01,1475 
Unknown,All age groups,2019-11-01,1621 
Unknown,All age groups,2019-12-01,2230 
Unknown,All age groups,2020-01-01,2217 
Unknown,All age groups,2020-02-01,1781 
Unknown,All age groups,2020-03-01,939 
Unknown,Ages 0-4 years,2016-01-01,345 
Unknown,Ages 0-4 years,2016-02-01,287 
Unknown,Ages 0-4 years,2016-03-01,237 
Unknown,Ages 0-4 years,2016-04-01,189 
Unknown,Ages 0-4 years,2016-05-01,200 
Unknown,Ages 0-4 years,2016-06-01,182 
Unknown,Ages 0-4 years,2016-07-01,173 
Unknown,Ages 0-4 years,2016-08-01,142 
Unknown,Ages 0-4 years,2016-09-01,185 
Unknown,Ages 0-4 years,2016-10-01,255 
Unknown,Ages 0-4 years,2016-11-01,333 
Unknown,Ages 0-4 years,2016-12-01,463 
Unknown,Ages 0-4 years,2017-01-01,393 
Unknown,Ages 0-4 years,2017-02-01,241 
Unknown,Ages 0-4 years,2017-03-01,204 
Unknown,Ages 0-4 years,2017-04-01,261 
Unknown,Ages 0-4 years,2017-05-01,211 
Unknown,Ages 0-4 years,2017-06-01,200 
Unknown,Ages 0-4 years,2017-07-01,165 
Unknown,Ages 0-4 years,2017-08-01,161 
Unknown,Ages 0-4 years,2017-09-01,211 
Unknown,Ages 0-4 years,2017-10-01,238 
Unknown,Ages 0-4 years,2017-11-01,363 
Unknown,Ages 0-4 years,2017-12-01,481 
Unknown,Ages 0-4 years,2018-01-01,388 
Unknown,Ages 0-4 years,2018-02-01,344 
Unknown,Ages 0-4 years,2018-03-01,269 
Unknown,Ages 0-4 years,2018-04-01,220 
Unknown,Ages 0-4 years,2018-05-01,216 
Unknown,Ages 0-4 years,2018-06-01,210 
Unknown,Ages 0-4 years,2018-07-01,158 
Unknown,Ages 0-4 years,2018-08-01,152 
Unknown,Ages 0-4 years,2018-09-01,234 
Unknown,Ages 0-4 years,2018-10-01,300 
Unknown,Ages 0-4 years,2018-11-01,433 
Unknown,Ages 0-4 years,2018-12-01,599 
Unknown,Ages 0-4 years,2019-01-01,344 
Unknown,Ages 0-4 years,2019-02-01,285 
Unknown,Ages 0-4 years,2019-03-01,297 
Unknown,Ages 0-4 years,2019-04-01,260 
Unknown,Ages 0-4 years,2019-05-01,232 
Unknown,Ages 0-4 years,2019-06-01,225 
Unknown,Ages 0-4 years,2019-07-01,184 
Unknown,Ages 0-4 years,2019-08-01,127 
Unknown,Ages 0-4 years,2019-09-01,206 
Unknown,Ages 0-4 years,2019-10-01,269 
Unknown,Ages 0-4 years,2019-11-01,448 
Unknown,Ages 0-4 years,2019-12-01,581 
Unknown,Ages 0-4 years,2020-01-01,413 
Unknown,Ages 0-4 years,2020-02-01,328 
Unknown,Ages 0-4 years,2020-03-01,131 
Unknown,Ages 5-17 years,2016-01-01,128 
Unknown,Ages 5-17 years,2016-02-01,143 
Unknown,Ages 5-17 years,2016-03-01,180 
Unknown,Ages 5-17 years,2016-04-01,93 
Unknown,Ages 5-17 years,2016-05-01,105 
Unknown,Ages 5-17 years,2016-06-01,90 
Unknown,Ages 5-17 years,2016-07-01,107 
Unknown,Ages 5-17 years,2016-08-01,95 
Unknown,Ages 5-17 years,2016-09-01,110 
Unknown,Ages 5-17 years,2016-10-01,122 
Unknown,Ages 5-17 years,2016-11-01,146 
Unknown,Ages 5-17 years,2016-12-01,214 
Unknown,Ages 5-17 years,2017-01-01,224 
Unknown,Ages 5-17 years,2017-02-01,145 
Unknown,Ages 5-17 years,2017-03-01,125 
Unknown,Ages 5-17 years,2017-04-01,134 
Unknown,Ages 5-17 years,2017-05-01,130 
Unknown,Ages 5-17 years,2017-06-01,121 
Unknown,Ages 5-17 years,2017-07-01,110 
Unknown,Ages 5-17 years,2017-08-01,74 
Unknown,Ages 5-17 years,2017-09-01,115 
Unknown,Ages 5-17 years,2017-10-01,127 
Unknown,Ages 5-17 years,2017-11-01,149 
Unknown,Ages 5-17 years,2017-12-01,203 
Unknown,Ages 5-17 years,2018-01-01,204 
Unknown,Ages 5-17 years,2018-02-01,226 
Unknown,Ages 5-17 years,2018-03-01,133 
Unknown,Ages 5-17 years,2018-04-01,112 
Unknown,Ages 5-17 years,2018-05-01,150 
Unknown,Ages 5-17 years,2018-06-01,80 
Unknown,Ages 5-17 years,2018-07-01,100 
Unknown,Ages 5-17 years,2018-08-01,82 
Unknown,Ages 5-17 years,2018-09-01,92 
Unknown,Ages 5-17 years,2018-10-01,178 
Unknown,Ages 5-17 years,2018-11-01,179 
Unknown,Ages 5-17 years,2018-12-01,251 
Unknown,Ages 5-17 years,2019-01-01,158 
Unknown,Ages 5-17 years,2019-02-01,151 
Unknown,Ages 5-17 years,2019-03-01,129 
Unknown,Ages 5-17 years,2019-04-01,122 
Unknown,Ages 5-17 years,2019-05-01,119 
Unknown,Ages 5-17 years,2019-06-01,115 
Unknown,Ages 5-17 years,2019-07-01,84 
Unknown,Ages 5-17 years,2019-08-01,88 
Unknown,Ages 5-17 years,2019-09-01,112 
Unknown,Ages 5-17 years,2019-10-01,123 
Unknown,Ages 5-17 years,2019-11-01,137 
Unknown,Ages 5-17 years,2019-12-01,236 
Unknown,Ages 5-17 years,2020-01-01,232 
Unknown,Ages 5-17 years,2020-02-01,178 
Unknown,Ages 5-17 years,2020-03-01,63 
Unknown,Ages 18-64 years,2016-01-01,743 
Unknown,Ages 18-64 years,2016-02-01,890 
Unknown,Ages 18-64 years,2016-03-01,1018 
Unknown,Ages 18-64 years,2016-04-01,729 
Unknown,Ages 18-64 years,2016-05-01,702 
Unknown,Ages 18-64 years,2016-06-01,688 
Unknown,Ages 18-64 years,2016-07-01,713 
Unknown,Ages 18-64 years,2016-08-01,690 
Unknown,Ages 18-64 years,2016-09-01,699 
Unknown,Ages 18-64 years,2016-10-01,793 
Unknown,Ages 18-64 years,2016-11-01,719 
Unknown,Ages 18-64 years,2016-12-01,900 
Unknown,Ages 18-64 years,2017-01-01,945 
Unknown,Ages 18-64 years,2017-02-01,775 
Unknown,Ages 18-64 years,2017-03-01,740 
Unknown,Ages 18-64 years,2017-04-01,736 
Unknown,Ages 18-64 years,2017-05-01,763 
Unknown,Ages 18-64 years,2017-06-01,725 
Unknown,Ages 18-64 years,2017-07-01,750 
Unknown,Ages 18-64 years,2017-08-01,741 
Unknown,Ages 18-64 years,2017-09-01,784 
Unknown,Ages 18-64 years,2017-10-01,818 
Unknown,Ages 18-64 years,2017-11-01,1670 
Unknown,Ages 18-64 years,2017-12-01,989 
Unknown,Ages 18-64 years,2018-01-01,1193 
Unknown,Ages 18-64 years,2018-02-01,1036 
Unknown,Ages 18-64 years,2018-03-01,794 
Unknown,Ages 18-64 years,2018-04-01,799 
Unknown,Ages 18-64 years,2018-05-01,750 
Unknown,Ages 18-64 years,2018-06-01,724 
Unknown,Ages 18-64 years,2018-07-01,653 
Unknown,Ages 18-64 years,2018-08-01,655 
Unknown,Ages 18-64 years,2018-09-01,703 
Unknown,Ages 18-64 years,2018-10-01,845 
Unknown,Ages 18-64 years,2018-11-01,823 
Unknown,Ages 18-64 years,2018-12-01,1020 
Unknown,Ages 18-64 years,2019-01-01,1006 
Unknown,Ages 18-64 years,2019-02-01,833 
Unknown,Ages 18-64 years,2019-03-01,875 
Unknown,Ages 18-64 years,2019-04-01,773 
Unknown,Ages 18-64 years,2019-05-01,719 
Unknown,Ages 18-64 years,2019-06-01,733 
Unknown,Ages 18-64 years,2019-07-01,698 
Unknown,Ages 18-64 years,2019-08-01,583 
Unknown,Ages 18-64 years,2019-09-01,746 
Unknown,Ages 18-64 years,2019-10-01,807 
Unknown,Ages 18-64 years,2019-11-01,794 
Unknown,Ages 18-64 years,2019-12-01,1063 
Unknown,Ages 18-64 years,2020-01-01,1258 
Unknown,Ages 18-64 years,2020-02-01,1012 
Unknown,Ages 18-64 years,2020-03-01,623 
Unknown,Ages 65+ years,2016-01-01,248 
Unknown,Ages 65+ years,2016-02-01,233 
Unknown,Ages 65+ years,2016-03-01,258 
Unknown,Ages 65+ years,2016-04-01,226 
Unknown,Ages 65+ years,2016-05-01,273 
Unknown,Ages 65+ years,2016-06-01,277 
Unknown,Ages 65+ years,2016-07-01,256 
Unknown,Ages 65+ years,2016-08-01,240 
Unknown,Ages 65+ years,2016-09-01,247 
Unknown,Ages 65+ years,2016-10-01,279 
Unknown,Ages 65+ years,2016-11-01,256 
Unknown,Ages 65+ years,2016-12-01,318 
Unknown,Ages 65+ years,2017-01-01,416 
Unknown,Ages 65+ years,2017-02-01,259 
